Item Managed by,External ID,Item Name/Number,Item Options,SIZE,COLOR,Packaging,NDC Item,Matrix Type,Subitem of,Display Name/Code,Vendor Name/Code,Manufacturer,UOM to Each,UOM to Each Type,Units Type,Stock Description,Purchase Price,Item Defined Cost,Base Price,Shipping Category,Shipping Rate,Logo - Free Shipping,Actual Shipping,Application,Product Name,Detailed Description,Web Store Description,Page Title,Meta Tag HTML,Warranty,Return Policy,Attribute Set,Original Description,Other Options,form,Catalogue,Catalogue hierarchy
AUTOMATION,1000000128,GR53378-CS,Size|Size|Color,30 x 84 inch,Blue,Case,,Child Matrix Item,1000000127,53378,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,65.49,68.7645,85.137,,,,,,"Graham Medical Ems Barrier Fitted Sheet Snugfit®, Ems Barrier, 30"" X 84"", Non-woven, Blue - 50/cs",,,,,,,Supply Compression,"SnugFit® Fitted Sheet, EMS Barrier, 30"" x 84"", Non-Woven, Poly, Blue, 5/bg, 10 bg/cs (24 cs/plt)","[{""text"":""SnugFit®"",""tag"":""BRAND""},{""text"":""Non-Woven"",""tag"":""STERILE""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000128,GR54311-CS,Size|Size|Color,40 x 89 inch,Blue,Case,,Child Matrix Item,1000000127,54311,NDC Homecare LLC,Graham Medical,25,CS,Case,25/Case,53.85,56.5425,70.005,,,,,,"Graham Medical Ems Barrier Fitted Sheet Snugfit®, Large, 40"" X 89"", Non-woven, Blue - 25/cs",,,,,,,Supply Compression,"SnugFit® Fitted Sheet, Large Barrier, 40"" x 89"", Non-Woven, Poly, Blue, 5/bg, 5 bg/cs (42 cs/plt)","[{""text"":""SnugFit®"",""tag"":""BRAND""},{""text"":""Non-Woven"",""tag"":""STERILE""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000131,GR29047-MI,,,,,,Parent Matrix Item,,29047,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Examination Ponchos,"<p>Made of scrim reinforced material, a unique strong material made of tissue and reinforced with a matrix of sturdy filaments that provides superb strength. These poncho-style capes offer modesty, comfort and access during breast exams, mammography and stress testing. Secure-Fit™ re-sealable closure with front tape tabs.</p>","<p>Made of scrim reinforced material, a unique strong material made of tissue and reinforced with a matrix of sturdy filaments that provides superb strength. These poncho-style capes offer modesty, comfort and access during breast exams, mammography and stress testing. Secure-Fit™ re-sealable closure with front tape tabs.</p>",Graham Medical Examination Ponchos|29047,"<meta name= ""description"" content=""Buy Graham Medical Examination Ponchos at best price from medicaleshop.com"" /><meta name=""keywords"" content=""29047"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000132,GR29047-CS,Size,48 x 23 inch,,Case,,Child Matrix Item,1000000131,29047,NDC Homecare LLC,Graham Medical,25,CS,Case,25/Case,30.72,32.256,39.936,,,,,,"Graham Medical Examination Ponchos 48"" X 23"" - 25/cs",,,,,,,Supply Compression,"Exam Poncho, Mauve, 48"" x 23"", 25/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000132,GR15568-CS,Size|Color|Size,56 x 28 inch,Blue,Case,,Child Matrix Item,1000000131,15568,NDC Homecare LLC,Graham Medical,25,CS,Case,25/Case,29.2,30.66,37.96,,,,,,"Graham Medical Examination Ponchos Extra Coverage, Blue, 56"" X 28"" - 25/cs",,,,,,,Supply Compression,"Exam Poncho, Extra Coverage, Blue, 56"" x 28"", 25/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000134,GR16182-MI,,,,,,Parent Matrix Item,,16182,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Extra-gard® Dental Towels,<p>Comprised of three layers of tissue with a poly backing. The tissue layers absorb fluids while the poly backing resists any soak-through for maximum protection.</p>,<p>Comprised of three layers of tissue with a poly backing. The tissue layers absorb fluids while the poly backing resists any soak-through for maximum protection.</p>,Graham Medical Extra-gard® Dental Towels|16182,"<meta name= ""description"" content=""Buy Graham Medical Extra-gard® Dental Towels at best price from medicaleshop.com"" /><meta name=""keywords"" content=""16182"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000135,GR16181-CS,Color|Size|Color,13 x 19 inch,White,Case,,Child Matrix Item,1000000134,16181,NDC Homecare LLC,Graham Medical,500,CS,Case,500/Case,17.45,18.3225,22.685,,,,,,"Graham Medical Extra-gard® Dental Towels Tttp, 13"" X 19"", White - 500/cs",,,,,,,Supply Compression,"Extra-Gard® Dental Towel, TTTP, 13"" x 19"", White, 500/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000135,GR16180-CS,Color|Size|Color,13 x 19 inch,Blue,Case,,Child Matrix Item,1000000134,16180,NDC Homecare LLC,Graham Medical,500,CS,Case,500/Case,19,19.95,24.7,,,,,,"Graham Medical Extra-gard® Dental Towels Tttp, 13"" X 19"", Blue - 500/cs",,,,,,,Supply Compression,"Extra-Gard® Dental Towel, TTTP, 13"" x 19"", Blue, 500/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000135,GR16182-CS,Color|Size,13 x 19 inch,TTTP,Case,,Child Matrix Item,1000000134,16182,NDC Homecare LLC,Graham Medical,500,CS,Case,500/Case,19.55,20.5275,25.415,,,,,,"Graham Medical Extra-gard® Dental Towels Tttp, 13"" X 19"" - 500/cs",,,,,,,Supply Compression,"Extra-Gard® Dental Towel, TTTP, 13"" x 19"", Mauve, 500/cs (40 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000138,GR87529-MI,,,,,,Parent Matrix Item,,87529,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Face Mask,<p></p>,<p></p>,Graham Medical Face Mask|87529,"<meta name= ""description"" content=""Buy Graham Medical Face Mask at best price from medicaleshop.com"" /><meta name=""keywords"" content=""87529"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000139,GR86898-CS,Size,Unrated,,Case,,Child Matrix Item,1000000138,86898,NDC Homecare LLC,Graham Medical,300,CS,Case,300/Case,45,47.25,58.5,,,,,,Graham Medical Face Mask Unrated - 300/cs,,,,,,,Supply Compression,"Face Mask, Unrated, Ear Loops, 50/bx, 6bx/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000140,GR87529-CS,Size|Color,Level 2,Blue,Case,,Child Matrix Item,1000000138,87529,NDC Homecare LLC,Graham Medical,300,CS,Case,300/Case,66,69.3,85.8,,,,,,"Graham Medical Face Mask Level 2, Blue - 300/cs",,,,,,,Supply Compression,"Face Mask, Level 2, Ear Loops, Nonwoven, Latex-Free, Blue 50/bx, 6bx/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000141,GR86899-CS,Size,Level 1,,Case,,Child Matrix Item,1000000138,86899,NDC Homecare LLC,Graham Medical,300,CS,Case,300/Case,60,63,78,,,,,,Graham Medical Face Mask Level 1 - 300/cs,,,,,,,Supply Compression,"Face Mask, Level 1, Ear Loops, 50/bx, 6bx/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000142,GR754205-MI,,,,,,Parent Matrix Item,,754205,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Flat Csr Wrap,<p></p>,<p></p>,Graham Medical Flat Csr Wrap|754205,"<meta name= ""description"" content=""Buy Graham Medical Flat Csr Wrap at best price from medicaleshop.com"" /><meta name=""keywords"" content=""754205"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000143,GR754205-CS,Size|Color,18 x 22 inch,White,Case,,Child Matrix Item,1000000142,754205,NDC Homecare LLC,Graham Medical,600,CS,Case,600/Case,43.2,45.36,56.16,,,,,,"Graham Medical Flat Csr Wrap 18"" X 22"", White - 600/cs",,,,,,,Supply Compression,"Flat Wrap, 18"" x 22"", Used for Wrapping Instruments & Trays, White, 2-Ply Tissue Poly, 600/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000144,GR751112-CS,Size|Size|Color,23 x 23 inch,White,Case,,Child Matrix Item,1000000142,751112,NDC Homecare LLC,Graham Medical,700,CS,Case,700/Case,59.57,62.5485,77.441,,,,,,"Graham Medical Flat Csr Wrap 3-1, 23"" X 23"", White - 700/cs",,,,,,,Supply Compression,"Flat Wrap, 3-1, 23"" x 23"", White, 700/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000145,GR751294-CS,Size|Size|Color,38 x 40 inch,White,Case,,Child Matrix Item,1000000142,751294,NDC Homecare LLC,Graham Medical,200,CS,Case,200/Case,46.84,49.182,60.892,,,,,,"Graham Medical Flat Csr Wrap 3-1, 38"" X 40"", White - 200/cs",,,,,,,Supply Compression,"Flat Wrap, 3-1, 38"" x 40"", White, 200/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000146,GR47966-CS,Size|Color,21 x 21 inch,White,Case,,Child Matrix Item,1000000142,47966,NDC Homecare LLC,Graham Medical,,CS,Case,,39.34,41.307,51.142,,,,,,"Graham Medical Flat Csr Wrap 21"" X 21"", White",,,,,,,Supply Compression,"Flat Wrap, 21"" x 21"", Medical, White, 2-Ply Tissue Poly, 700/cs (20 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000147,GR751140-CS,Size|Size|Color,23 x 23 inch,White,Case,,Child Matrix Item,1000000142,751140,NDC Homecare LLC,Graham Medical,500,CS,Case,500/Case,53.25,55.9125,69.225,,,,,,"Graham Medical Flat Csr Wrap 2-1-2, 23"" X 23"", White - 500/cs",,,,,,,Supply Compression,"Flat Wrap, 2-1-2, 23"" x 23"", White, 50/pk, 10 pk/cs (16 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000148,GR50349-MI,,,,,,Parent Matrix Item,,50349,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Flexair® Quality Disposable Pillow/patient Support,"<p>A cost-effective alternative to bulky pillows and linen pillowcases. Stores flat and inflates in seconds for immediate use as a support to position head, arms, legs or other body areas. The patent-pending design's adjustable valve allows easy inflation or deflation as adjustments are needed.</p>","<p>A cost-effective alternative to bulky pillows and linen pillowcases. Stores flat and inflates in seconds for immediate use as a support to position head, arms, legs or other body areas. The patent-pending design's adjustable valve allows easy inflation or deflation as adjustments are needed.</p>",Graham Medical Flexair® Quality Disposable Pillow/patient Support|50349,"<meta name= ""description"" content=""Buy Graham Medical Flexair® Quality Disposable Pillow/patient Support at best price from medicaleshop.com"" /><meta name=""keywords"" content=""50349"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000149,GR51038-CS,Size|Color,19 x 12½ inch,White,Case,,Child Matrix Item,1000000148,51038,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,26.3,27.615,34.19,,,,,,"Graham Medical Flexair® Quality Disposable Pillow/patient Support Non-woven/, 19"" X 12½"", White - 50/cs",,,,,,,Supply Compression,"FlexAir® Large Disposable Pillow/ Patient Support, Non-Woven/ Poly, 19"" x 12½"", White, 50/cs","[{""text"":""Non-Woven/"",""tag"":""STERILE""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000149,GR50349-CS,Size|Color,14½ x 10½ inch,White,Case,,Child Matrix Item,1000000148,50349,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,24.35,25.5675,31.655,,,,,,"Graham Medical Flexair® Quality Disposable Pillow/patient Support Non-woven/, 14½"" X 10½"", White - 50/cs",,,,,,,Supply Compression,"FlexAir® Disposable Pillow/ Patient Support, Non-Woven/ Poly, 14½"" x 10½"", White, 50/cs","[{""text"":""Non-Woven/"",""tag"":""STERILE""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000151,GR42950-MI,,,,,,Parent Matrix Item,,42950,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Hands Down Nail Care,<p></p>,<p></p>,Graham Medical Hands Down Nail Care|42950,"<meta name= ""description"" content=""Buy Graham Medical Hands Down Nail Care at best price from medicaleshop.com"" /><meta name=""keywords"" content=""42950"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000152,GR42950-CS,Color,,White,Case,,Child Matrix Item,1000000151,42950,NDC Homecare LLC,Graham Medical,1440,CS,Case,1440/Case,53.82,56.511,69.966,,,,,,"Graham Medical Hands Down Nail Care White, Hands Down - 1440/cs",,,,,,,Supply Compression,"Nail Pads, Nonwoven, White, Hands Down, 240/bg, 6bg/cs","[{""text"":""Hands Down"",""tag"":""ITEM OPTION""}]",MES PART FORM,Walking Aids,Master
